Itemid,Itemcode,Itemname,Price,Category1,Category2,Category3,Category4,Brand,SoldQuantity,TotalAmount
3504,9013,MODELLO TUKENMEZ KALEM,37.47,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,KIRTASIYELER,247,3591.23
1188,2650,FABER 1347 GRIP MEKANIK KURŞUN KALEM SETI 0.7,0.84,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,KIRTASIYELER,247,1185.28
2565,8288,,23.47,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,KITAPLAR,246,14904.17
13554,23826,,33.66,EV,TEKSTIL-GIYIM-AKSESUAR,CORAPLAR,BAYAN CORAP,PAMELA,246,8260.85
21612,31748,,206.25,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,KITAPLAR,246,6206.57
1403,7266,MITO TAMBOY KURUBOYA 12Lİ,43.33,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,KIRTASIYELER,246,4596.30
7746,23485,CALLIOU BUYUK BOY BOYAMA ,33.49,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,KITAPLAR,246,4041.73
8613,9717,TOTAL ATAS ,14.85,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,KIRTASIYELER,246,2595.92
6233,25347,ASI ELIZABETH/CEP,12.05,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,KITAPLAR,246,2243.84
9972,10634,1338 FABER VERSATIL 07,70.29,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,KIRTASIYELER,246,1875.70
4047,15981,,83.74,EV,MUTFAK GERECLERI,MUTFAK ESYA-GERECLERI,TENCERE,PASA BAHCE,245,25412.38
26066,37157,,23.02,EV,KISISEL ILGI-EGLENCE,OTO BAKIM-AKSESUARLARI,OTO MALZEMELERI,CARPEX,245,20244.13
23372,39648,,250.74,EV,TEKSTIL-GIYIM-AKSESUAR,AYAKKABI-TERLIK,AYAK GIYIM,GEZER,245,16034.56
10914,4894,,63.26,EV,ELEKTRIK-ELEKTRONIK,ELEKTRONIK,ELEKTRONIK ALETLER,M.ORIGINAL,245,14070.20
24402,40524,,74.10,EV,KITAP-DERGI-KIRTASIYE,DERGI,HAFTALIK,DERGILER,245,13395.51
3368,8811,YAPAY DUS,20.01,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,KITAPLAR,245,11812.42
2554,8277,KITAP KOR.TAY.EZELI DUS.AMIRAL CEKICBAS,20.76,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,KITAPLAR,245,11810.57
5522,6209,,19.85,EV,TEKSTIL-GIYIM-AKSESUAR,AYAKKABI-TERLIK,AYAK GIYIM,GEZER,245,10357.70
10628,4435,MICRA 6LI KURSUN KALEM ,4.72,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,KIRTASIYELER,245,10200.48
22982,44785,,325.10,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,KITAPLAR,245,8176.76
12863,26067,CENNET KADINLARI,46.85,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,KITAPLAR,245,8104.63
24688,40935,KABIRDE ILK GECE,11.42,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,KITAPLAR,245,7805.55
21517,31602,PENTI PRETTY MICRO40 COCUK KLT. 10-4,33.58,EV,TEKSTIL-GIYIM-AKSESUAR,CORAPLAR,BAYAN CORAP,PENTI,245,6909.33
8130,28746,WINX CLUB ALTIN KRALLIK,33.95,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,KITAPLAR,245,6246.22
24771,36073,TERKEDILMIS KOY,69.56,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,KITAPLAR,245,5273.06
2583,8306,,30.76,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,KITAPLAR,245,4901.96
7565,23127,,152.08,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,KITAPLAR,245,4863.46
16306,29931,ARK MASAUSTU KALEMLIK,24.10,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,KIRTASIYELER,245,4738.31
5581,22225,RAYTING TAHTA KALEMI,44.71,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,KIRTASIYELER,245,2434.72
19806,31095,TEMAT TK501 TUKENMEZ KALEM SIYAH ,35.50,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,KIRTASIYELER,245,2279.80
16011,27463,ULKEM ATASOZLERI VE DEGIMLER ,326.39,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,KIRTASIYELER,245,1574.56
14461,26423,,19.96,EV,MUTFAK GERECLERI,MUTFAK ESYA-GERECLERI,FIRIN KABI VE TEPSILERI,PASA BAHCE,244,37739.17
4694,13121,,2.03,EV,ELEKTRIK-ELEKTRONIK,ELEKTRONIK,ELEKTRONIK ALETLER,EVEREST,244,24040.58
23530,39986,KARPUZ KOKULU HIKAYELER,10.31,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,KITAPLAR,244,14293.07
22809,44466,KITAP HAYAT DEGISTIREN OGRETMENLER ,20.36,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,KITAPLAR,244,12190.97
13942,29010,,50.76,EV,ELEKTRIK-ELEKTRONIK,PIL,PIL ALKALIN,DURACELL,244,10631.92
17117,32669,UMUTSUZ ISIGI,68.28,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,KITAPLAR,244,10082.36
21475,44461,KITAP SAVAS VE BARIS / VENEDIK ,65.47,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,KITAPLAR,244,9610.94
17752,28114,KOPEK KALBI,8.13,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,KITAPLAR,244,8211.77
7454,22977,SEYTAN CALDIRDI,109.88,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,KITAPLAR,244,6838.25
17738,28100,ASK VE OLUM,3.02,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,KITAPLAR,244,6743.88
12855,26059,,13.45,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,KITAPLAR,244,4290.53
22893,44666,PENSAN SIMLI JEL KALEM,364.21,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,KIRTASIYELER,244,4055.78
25424,41350,,102.29,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,KITAPLAR,244,3666.29
19157,33736,,25.88,EV,MUTFAK GERECLERI,MUTFAK ESYA-GERECLERI,FIRIN KABI VE TEPSILERI,PASA BAHCE,243,43908.16
8272,28910,ALIS VERIS CADDESI,44.00,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,KITAPLAR,243,15659.33
7153,13537,,25.78,KOZMETIK,AGIZ BAKIM,DIS MACUNLARI,MACUNLAR,IPANA,243,15354.75
14414,26344,FLASH&DASH KALEMLIK 92148,13.10,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,KIRTASIYELER,243,12242.70
10519,11526,,3.57,EV,TEKSTIL-GIYIM-AKSESUAR,CAMASIRLAR,BAYAN CAMASIR,NAMALDI,243,11189.82
7396,22904,,8.37,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,KITAPLAR,243,11069.67
17631,27964,,65.42,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,KITAPLAR,243,9535.70
14619,26657,,51.00,EV,MUTFAK GERECLERI,MUTFAK ESYA-GERECLERI,SUZGEC,PIKNIK,243,9430.66
7546,23108,,168.50,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,KITAPLAR,243,7541.03
6439,25614,,7.78,EV,TEKSTIL-GIYIM-AKSESUAR,CORAPLAR,BAYAN CORAP,PENTI,243,7223.99
16688,18993,MOPAK A4 60 YAPRAK DUZ DEFTER,2.35,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,KIRTASIYELER,243,6226.71
11312,17287,,29.02,EV,MUTFAK GERECLERI,MUTFAK ESYA-GERECLERI,EL ALETI,BORA,243,5373.99
24682,40929,,52.79,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,KITAPLAR,243,5170.72
23644,40164,,157.04,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,KITAPLAR,243,4995.77
14876,18367,,43.08,EV,MUTFAK GERECLERI,MUTFAK ESYA-GERECLERI,CAM CEREZLIK VE KASELER,PIKNIK,243,4871.33
20601,33923,,43.44,EV,TEKSTIL-GIYIM-AKSESUAR,CORAPLAR,BAYAN CORAP,PAMELA,243,3870.44
24243,35522,,47.63,EV,MUTFAK GERECLERI,MUTFAK ESYA-GERECLERI,EL ALETI,PIKNIK,243,3335.09
14332,26238,ARK 150GR RAPTIYE ALTIN RENGI,43.65,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,KIRTASIYELER,243,1980.47
2915,14659,"KIRTA.BOLERO VERSATIL 0,5-0,7",53.11,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,KIRTASIYELER,243,1799.38
21015,34552,CAILLOV ROKET SILGI,14.42,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,KIRTASIYELER,243,460.55
3709,15309,,23.81,EV,MUTFAK GERECLERI,MUTFAK ESYA-GERECLERI,TENCERE,PASA BAHCE,242,71341.73
13557,23834,,3.01,EV,ELEKTRIK-ELEKTRONIK,ELEKTRONIK,ELEKTRONIK ALETLER,PREMIER,242,45763.87
22618,35006,,93.52,EV,TEKSTIL-GIYIM-AKSESUAR,AYAKKABI-TERLIK,AYAK GIYIM,GEZER,242,17231.80
14130,29370,,7.49,EV,ELEKTRIK-ELEKTRONIK,ELEKTRONIK,ELEKTRONIK ALETLER,M.ORIGINAL,242,13860.34
5380,6017,,67.37,EV,TEKSTIL-GIYIM-AKSESUAR,AYAKKABI-TERLIK,AYAK GIYIM,GEZER,242,13499.51
6056,25099,ABKA 25*35 PROJE CANTASI SIYAH,27.05,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,KIRTASIYELER,242,13431.44
2523,8229,104 MARLA KALEMLIK CIFTLI,333.42,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,KIRTASIYELER,242,12888.94
5655,22336,,20.78,EV,MUTFAK GERECLERI,MUTFAK ESYA-GERECLERI,,KOROPLAST,242,10636.31
21683,31942,POINT 6 KONULU 180 YP. AYRACLI DEFTER A4,21.11,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,KIRTASIYELER,242,9870.30
23736,21397,,32.32,EV,ELEKTRIK-ELEKTRONIK,ELEKTRONIK,ELEKTRONIK ALETLER,M.ORIGINAL,242,8475.18
1712,7702,NBA A4 HAZIRKAP,84.86,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,KIRTASIYELER,242,6018.42
8200,28825,,209.86,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,KITAPLAR,242,5501.77
6291,25435,,6.69,EV,MUTFAK GERECLERI,MUTFAK ESYA-GERECLERI,SUZGEC,SUN,242,4102.59
24442,40564,KITAP AHMET SELCUK ILKAN SECMELER,9.53,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,KITAPLAR,242,3676.50
15111,18687,BUYUK GUZEL YAZI DEFTERI,218.79,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,KIRTASIYELER,242,2970.55
8555,9621,MİKRO GLUE STICK 9GR,4.37,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,KIRTASIYELER,242,2420.20
6833,6804,ARK.RENKLI RAPTIYE 30 ADET ,11.19,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,KIRTASIYELER,242,1535.99
19697,43461,KIRTA.EBIC 205 MATARA,28.51,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,KIRTASIYELER,242,1387.82
26685,37395,WİNX TÜKENMEZ KALEM 1,27.69,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,KIRTASIYELER,242,1087.05
5861,22624,,5.23,EV,TEKSTIL-GIYIM-AKSESUAR,AYAKKABI-TERLIK,AYAK GIYIM,GEZER,241,28093.86
19889,31194,,3.94,EV,TEKSTIL-GIYIM-AKSESUAR,AYAKKABI-TERLIK,AYAK GIYIM,GEZER,241,18472.89
5367,6004,,2.53,EV,TEKSTIL-GIYIM-AKSESUAR,AYAKKABI-TERLIK,AYAK GIYIM,GEZER,241,18015.20
18798,20032,,389.33,EV,TEKSTIL-GIYIM-AKSESUAR,AYAKKABI-TERLIK,AYAK GIYIM,GEZER,241,18001.92
9433,16367,,567.59,EV,TEKSTIL-GIYIM-AKSESUAR,CAMASIRLAR,ERKEK CAMASIR,NAMALDI,241,15265.48
2550,8273,,8.49,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,KITAPLAR,241,14868.97
7786,23559,,75.41,EV,TEKSTIL-GIYIM-AKSESUAR,AYAKKABI-TERLIK,AYAK GIYIM,GEZER,241,14157.15
26210,41959,,104.20,EV,MUTFAK GERECLERI,MUTFAK ESYA-GERECLERI,CAM CAY BARDAGI,GURAL,241,12008.70
20973,34482,,15.89,EV,TEKSTIL-GIYIM-AKSESUAR,AYAKKABI-TERLIK,AYAK GIYIM,GEZER,241,11623.56
15945,27397,KAHVE TADINDA HIKAYELER,59.95,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,KITAPLAR,241,10904.52
17113,32665,TARIH BOYUNCA IKI YUZLULER / PANAMA,63.02,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,KITAPLAR,241,10120.41
15821,27212,NUTUK / TRUVA ,34.43,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,KITAPLAR,241,6571.52
22997,44800,SESSIZ SAKIN-3 / ACAYIP BIR GAZETE,70.41,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,KITAPLAR,241,6011.27
17560,27872,KITAP AMOK KOSUCUSU / YAKAMOZ ,237.94,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,KITAPLAR,241,5727.76
25870,36941,MYDIDO OYUN HAMURU 6 LI POSET,106.51,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,KIRTASIYELER,241,3507.85
24818,36138,KITAP BUCURUK BEN OLMASAM YANMISTINIZ,98.62,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,KITAPLAR,241,3426.16
3905,15780,MARLA T02 76*51 RENKLI YAPISKANLI NOTLUK ,3.55,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,KIRTASIYELER,241,2175.19
5943,22746,KIRTA.R21010 BESLENME CANTASI,35.46,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,KIRTASIYELER,241,1678.12
20544,20691,,15.27,EV,TEKSTIL-GIYIM-AKSESUAR,AYAKKABI-TERLIK,AYAK GIYIM,GEZER,240,28175.19
373,972,,6.16,EV,KISISEL ILGI-EGLENCE,OTO BAKIM-AKSESUARLARI,OTO MALZEMELERI,CARPEX,240,24776.16
13539,23797,,169.48,EV,TEKSTIL-GIYIM-AKSESUAR,AYAKKABI-TERLIK,AYAK GIYIM,GEZER,240,15989.08
14397,26321,,9.92,EV,TEKSTIL-GIYIM-AKSESUAR,AYAKKABI-TERLIK,AYAK GIYIM,GEZER,240,14386.03
23340,39616,,17.06,EV,TEKSTIL-GIYIM-AKSESUAR,AYAKKABI-TERLIK,AYAK GIYIM,GEZER,240,14122.10
24268,35577,,17.01,EV,MUTFAK GERECLERI,MUTFAK ESYA-GERECLERI,CAM CAY BARDAGI,GURALLAR,240,13623.89
5087,24925,KITAP EPSILON ROMAN,40.69,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,KITAPLAR,240,8300.84
22970,44773,KARBEYAZ,170.14,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,KITAPLAR,240,7425.94
1632,7586,,15.91,EV,MUTFAK GERECLERI,MUTFAK ESYA-GERECLERI,NARENCIYE SIKACAGI,BOBBY LIFE,240,7145.03
25380,41302,KITAP NE DEMIS YUNUS EMRE,4.75,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,KITAPLAR,240,6131.93
8270,28908,KALKIN KALKINALIM,33.26,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,KITAPLAR,240,6069.97
17806,28181,CEVABI BILINM.ESRARENGIZ SORU,5.16,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,KITAPLAR,240,5814.60
25428,41354,SUFILERIN DERGAHINDA ASK,95.71,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,KITAPLAR,240,4298.31
3563,9097,GUAJ BOYA SISE 6 LI,115.20,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,KIRTASIYELER,240,3990.75
18359,30933,,49.50,EV,TEKSTIL-GIYIM-AKSESUAR,CORAPLAR,BAYAN CORAP,MUJDE,240,3672.51
24337,40348,,33.66,EV,TEKSTIL-GIYIM-AKSESUAR,CORAPLAR,BAYAN CORAP,PENTI,240,2701.60
17191,32827,,16.16,EV,MUTFAK GERECLERI,MUTFAK ESYA-GERECLERI,DIGER PLASTIK EV GERECLERI,FLORA,240,2370.35
4993,24795,DAPHNE DEFTER 120 YP SPR.CIZGILI ,69.89,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,KIRTASIYELER,240,2356.82
19911,31241,TICON HAZIR KITAP KABI 25LI,63.39,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,KIRTASIYELER,240,2130.40
17582,27902,SUDOR 19 ML YAPISTIRICI SU BAZLI,49.82,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,KIRTASIYELER,240,1986.20
15233,24476,,98.43,EV,ELEKTRIK-ELEKTRONIK,ELEKTRONIK,ELEKTRONIK ALETLER,EVEREST,239,24486.53
2702,8462,,56.91,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,KITAPLAR,239,15328.56
6217,25331,,37.00,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,KITAPLAR,239,14827.27
12427,21661,,115.78,EV,TEKSTIL-GIYIM-AKSESUAR,AYAKKABI-TERLIK,AYAK GIYIM,GEZER,239,14488.21
17532,27842,,6.85,EV,TEKSTIL-GIYIM-AKSESUAR,AYAKKABI-TERLIK,AYAK GIYIM,GEZER,239,13744.34
21495,31559,,21.01,EV,MUTFAK GERECLERI,MUTFAK ESYA-GERECLERI,MANGAL KOMURU,PIKNIK,239,13697.19
19730,30979,GEZER ZENNE GT1KZM.09145.00,16.54,EV,TEKSTIL-GIYIM-AKSESUAR,AYAKKABI-TERLIK,AYAK GIYIM,GEZER,239,13470.76
25891,36972,,89.34,EV,KITAP-DERGI-KIRTASIYE,DERGI,HAFTALIK,DERGILER,239,12317.87
4880,17847,,3.20,EV,TEKSTIL-GIYIM-AKSESUAR,AYAKKABI-TERLIK,AYAK GIYIM,GEZER,239,10943.80
17856,28241,ASKIN SEHIDI / PARADOKS,40.78,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,KITAPLAR,239,8912.22
24920,36256,,78.55,EV,TEKSTIL-GIYIM-AKSESUAR,AYAKKABI-TERLIK,AYAK GIYIM,GEZER,239,7870.06
4614,13004,,24.50,EV,TEKSTIL-GIYIM-AKSESUAR,CAMASIRLAR,ERKEK CAMASIR,JIBER,239,7621.62
24891,36227,,5.34,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,KITAPLAR,239,7513.27
15975,27427,NUHSUZ TUFAN,19.07,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,KITAPLAR,239,6477.82
26659,37369,CESARET VEREN BASARI OYKULERI,49.38,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,KITAPLAR,239,5476.67
8257,28895,BIR MUCIZEDIR YASAMAK,39.77,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,KITAPLAR,239,4323.95
26253,42007,KELEBEGIN GÜCÜ-SANS AVCILARI,8.31,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,KITAPLAR,239,4157.45
16031,27517,KARTON KAPAK OKUL DEFTERI A4 40/4,6.94,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,KIRTASIYELER,239,4114.35
9254,16062,DELTA ZIMBA TELI 24/6,21.91,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,KIRTASIYELER,239,3842.82
5123,25003,TIGRA CIZIM SETI PERGELLI,20.18,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,KIRTASIYELER,239,3609.19
23221,45156,TICON CICITLI DOSYA ,37.85,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,KIRTASIYELER,239,2489.31
10445,11417,TRUE COLOUR MK 2020B,5.03,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,KIRTASIYELER,239,1823.90
21886,39418,NOKI SECRET POINT,65.64,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,KIRTASIYELER,239,1738.45
7837,6965,PENSAN IQ 07 VERS.KALEM,45.24,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,KIRTASIYELER,239,1519.05
3172,15168,,12.59,EV,TEKSTIL-GIYIM-AKSESUAR,CAMASIRLAR,ERKEK CAMASIR,NAMALDI,238,18182.06
13219,14308,,9.96,EV,ELEKTRIK-ELEKTRONIK,ELEKTRONIK,ELEKTRONIK ALETLER,EVEREST,238,12648.47
14093,29306,,41.11,EV,TEKSTIL-GIYIM-AKSESUAR,CAMASIRLAR,BAYAN CAMASIR,TUTKU,238,12387.34
21788,39251,,29.16,EV,TEKSTIL-GIYIM-AKSESUAR,AYAKKABI-TERLIK,AYAK GIYIM,GEZER,238,10467.49
20446,20562,,20.90,EV,TEKSTIL-GIYIM-AKSESUAR,CAMASIRLAR,ERKEK CAMASIR,TUTKU,238,9975.51
152,387,OFICA NOT KAGIDI KUTULU SARI,10.35,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,KIRTASIYELER,238,9409.09
5562,6255,,4.18,EV,TEKSTIL-GIYIM-AKSESUAR,AYAKKABI-TERLIK,AYAK GIYIM,GEZER,238,7256.53
15845,27236,BEYIN OKUYAN / SECILMIS-2,73.51,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,KITAPLAR,238,6193.71
5789,22519,,110.61,EV,ELEKTRIK-ELEKTRONIK,ELEKTRIK,FIS,VI-KO,238,5183.43
8038,28490,,26.47,EV,MUTFAK GERECLERI,MUTFAK ESYA-GERECLERI,CAM SURAHI,KRISTAL,238,5072.34
6082,25132,,21.18,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,KITAPLAR,238,4775.67
23028,44831,UZAYDAN COP DUSER MI?,21.91,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,KITAPLAR,238,3807.04
26705,37428,,53.30,EV,MUTFAK GERECLERI,MUTFAK ESYA-GERECLERI,SEKERLIK,GURAL,238,2106.60
61,137,MASA TIPI HESAP MAKINASI,222.04,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,KIRTASIYELER,238,2085.36
10254,11086,NOKI ZIMBA TELI 24/6-6453 ,56.96,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,KIRTASIYELER,238,1932.74
1422,7294,FABER 12 KOSELI KALEM ,25.63,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,KIRTASIYELER,238,1622.99
23761,21454,"SERVE BOLD 0,7 VERSATIL KALEM",7.10,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,KIRTASIYELER,238,1357.86
8162,28778,KURANI KERIM EN KOLAY OGRETEN ELIFBA,5.12,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,KITAPLAR,238,989.74
1777,7789,TICON MELODIKA 32K MELODIKA MAVI,43.60,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,KIRTASIYELER,238,854.79
3248,8638,,13.75,EV,MUTFAK GERECLERI,MUTFAK ESYA-GERECLERI,CAYDANLIK,SILA,237,44064.64
18930,33409,,9.65,EV,TEKSTIL-GIYIM-AKSESUAR,AYAKKABI-TERLIK,AYAK GIYIM,GEZER,237,16994.92
2515,8218,,15.18,EV,TEKSTIL-GIYIM-AKSESUAR,AYAKKABI-TERLIK,AYAK GIYIM,GEZER,237,16216.62
6225,25339,KITAP HACHIKO,130.28,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,KITAPLAR,237,8059.17
11860,12268,,8.58,EV,ELEKTRIK-ELEKTRONIK,PIL,INCE PILLER,VARTA,237,7677.91
24403,40525,ILKOGRETIM TURKCE SOZLUK-PL.K. / KARATAY,5.09,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,KITAPLAR,237,6708.66
11359,17358,,23.37,EV,MUTFAK GERECLERI,MUTFAK ESYA-GERECLERI,SUZGEC,BORA,237,6500.12
26079,37185,,36.10,EV,TEKSTIL-GIYIM-AKSESUAR,CAMASIRLAR,BAYAN CAMASIR,BAYRAK,237,6405.28
17728,28090,AJAN KIZ-KARANLIKTA,75.34,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,KITAPLAR,237,5770.43
6656,6555,PERGEL DERECELI ERGONOMIK,2.86,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,KIRTASIYELER,237,5504.49
26385,42204,,70.26,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,KITAPLAR,237,5056.64
639,1570,,58.95,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,KITAPLAR,237,4942.32
18118,30626,FATIH MUM BOYA 12 RENK,126.07,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,KIRTASIYELER,237,3035.90
13715,24177,SUDOR ART 145 SULUBOYA FIRCASI NO 6,75.38,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,KIRTASIYELER,237,2234.85
11697,12022,EDDING TAHTA KLM. MUREKKEBI,25.13,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,KIRTASIYELER,237,1725.48
