Itemname,Brand,Category1,Category2,Category3,Category4,Price,SoldQuantity,TotalAmount
"DOKME KUS UZUMU 12,5 KG. ",NERGIS,GIDA,TUZ-BAHARAT,BAHARAT,KUS UZUMU,380.78,1,380.78
DOKME SUMAK 10 KG. ,NERGIS,GIDA,TUZ-BAHARAT,BAHARAT,SUMAK,86.89,6,521.34
DOKTOR SETI,OYUNCAK,OYUNCAK,ZEKA GELISTIRICI,OYUNCAKLAR,BEBE OYUNCAK,114.92,8,919.36
DOKUNMADAN SEV,KITAPLAR,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,61.23,130,3417.21
DOLU DOLU MASALLAR/CILTLI,KITAPLAR,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,2.91,207,8606.86
DOMANIC DAGLARININ YOLCUSU,KITAPLAR,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,29.62,162,5355.04
DOMATES ARI SALKIM,DOMATES,SEBZE,MANAV,MANAV,SEBZELER,31.92,6,191.52
DOMATES MERSIN,DOMATES,SEBZE,MANAV,MANAV,SEBZELER,9.41,1,9.41
DOMATES SALKIM- 2 ,BIBER,SEBZE,MANAV,MANAV,SEBZELER,18.38,2,36.76
DOMATES TARSUS,DOMATES,SEBZE,MANAV,MANAV,SEBZELER,26.56,3,79.68
DOMESTOS  500 GR MEK.TOZ LIMON *24*,DOMESTOS,DETERJAN,CAMASIR YIKAMA,TOZ LEKE CIKARICI,TOZ ,12.44,1,12.44
DOMESTOS 750 GR SIFIR KIREC *12*,DOMESTOS,TEMIZLIK,EV TEMIZLEYICILER,TUVALET TEMIZLEYICILER,LIKIT,21.13,8,169.04
DOMESTOS 750 ML S.KIR.DEN. FERAH.KO.*12*,DOMESTOS,DETERJAN,CAMASIR YIKAMA,SIVI LEKE CIKARICI,SIVI,23.89,2,47.78
DOMESTOS 750 ML SIFIR KIR.LIM.KO.*12*,DOMESTOS,TEMIZLIK,EV TEMIZLEYICILER,TUVALET TEMIZLEYICILER,LIKIT,19.88,2,39.76
DOMESTOS C.SUYU 1989 ML LIMON FERAH.*9*,DOMESTOS,DETERJAN,CAMASIR YIKAMA,CAMASIR SULARI,JEL,54.26,1,54.26
DOMESTOS C.SUYU 6 KG.DAG ESIN.*4*,DOMESTOS,DETERJAN,CAMASIR YIKAMA,CAMASIR SULARI,ULTRA,51.98,1,51.98
DOMESTOS C.SUYU 806 GR DAG.ESNT.*20*,DOMESTOS,DETERJAN,CAMASIR YIKAMA,CAMASIR SULARI,ULTRA,33.24,11,335.92
DOMESTOS C.SUYU 806 GR KARBEYAZ*20*,DOMESTOS,DETERJAN,CAMASIR YIKAMA,CAMASIR SULARI,ULTRA,36.32,7,245.49
DOMESTOS C.SUYU 806 GR LIMON.FERAH *20*,DOMESTOS,DETERJAN,CAMASIR YIKAMA,CAMASIR SULARI,ULTRA,32.47,5,162.35
DOMESTOS WC BLOK 5'LI GUC LIMON *9*,DOMESTOS,TEMIZLIK,EV TEMIZLEYICILER,TUVALET TEMIZLEYICILER,KOKU GIDERICI,47.64,6,285.84
DONE DONE KARACAOGLAN,KITAPLAR,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,4.55,220,6328.37
DONUSUM,KITAPLAR,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,12.35,212,5667.77
DONUSUM / VENEDIK ,KITAPLAR,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,20.35,147,2718.02
DORT MEVSIM MAS/CILTLI/CO.GEZ.,KITAPLAR,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,31.98,177,4538.28
DOVE  SAC KR.400 ML YIPRAN.SAC.*18*,DOVE,KOZMETIK,DUS-BANYO,SAMPUANLAR,SAC KREMLERI,23.69,8,189.52
DOVE 400 ML 2 IN 1KEP.KAR.TRP*18*,DOVE,KOZMETIK,DUS-BANYO,SAMPUANLAR,KREMLI SAMPUANLAR,26.66,7,186.62
DOVE 400 ML 2 IN1 NOR.SACLAR *18*,DOVE,KOZMETIK,DUS-BANYO,SAMPUANLAR,KREMLI SAMPUANLAR,42.29,11,455.01
DOVE 400 ML KURU SACLAR *18*,DOVE,KOZMETIK,DUS-BANYO,SAMPUANLAR,KREMSIZ SAMPUANLAR,23.02,5,115.10
DOVE 400 ML YAGLI SACLAR *18*,DOVE,KOZMETIK,DUS-BANYO,SAMPUANLAR,KREMSIZ SAMPUANLAR,19.94,4,79.76
DOVE 550 ML SAC.DOK.KARSI *16*,DOVE,KOZMETIK,DUS-BANYO,SAMPUANLAR,KREMSIZ SAMPUANLAR,23.63,2,47.26
DOVE 600 ML SAC KRE. SAC DOK.COZ. *16*,DOVE,KOZMETIK,DUS-BANYO,SAMPUANLAR,KREMSIZ SAMPUANLAR,59.31,5,296.55
DOVE 700 ML ONARICI BAKIM  *16*,DOVE,KOZMETIK,DUS-BANYO,SAMPUANLAR,KREMSIZ SAMPUANLAR,56.38,8,451.04
DOVE BAK.KRM. 400 ML N.BAKIM *18*,DOVE,KOZMETIK,DUS-BANYO,SAMPUANLAR,SAC KREMLERI,94.35,7,660.45
DOVE BODY SILK GLOW 300 ML,DOVE,KOZMETIK,VUCUT-EL BAKIM,KREMLER,VUCUT-EL KREMLERI,142.37,13,1764.81
DOVE BODY SILK ORJINAL 150 ML,DOVE,KOZMETIK,VUCUT-EL BAKIM,KREMLER,VUCUT-EL KREMLERI,41.54,5,207.70
DOVE BODY SILK SHE BUTTER 150 ML,DOVE,KOZMETIK,VUCUT-EL BAKIM,KREMLER,VUCUT-EL KREMLERI,56.63,2,113.26
DOVE BODY SILK SHE BUTTER 300 ML,DOVE,KOZMETIK,VUCUT-EL BAKIM,KREMLER,VUCUT-EL KREMLERI,114.61,6,687.66
DOVE CREAM  BAR 90 GR EXT.FRESH*48*,DOVE,KOZMETIK,DUS-BANYO,KATI SABUNLAR,EL VE YUZ ,45.14,5,225.70
DOVE CREAM BAR 100 GR *48*,DOVE,KOZMETIK,DUS-BANYO,KATI SABUNLAR,EL VE YUZ ,33.73,7,236.11
DOVE CREAM BAR 100 GR FRESH *48*,DOVE,KOZMETIK,DUS-BANYO,KATI SABUNLAR,EL VE YUZ ,21.39,6,128.34
DOVE CREAM BAR 100 GR OIL *48*,DOVE,KOZMETIK,DUS-BANYO,KATI SABUNLAR,EL VE YUZ ,12.67,3,38.01
DOVE CREAM BAR 100 GR SENSITIVE  *48*,DOVE,KOZMETIK,DUS-BANYO,KATI SABUNLAR,EL VE YUZ ,9.31,1,9.31
DOVE CREAM BAR 100 GR SHEA BUTTER*48*,DOVE,KOZMETIK,DUS-BANYO,KATI SABUNLAR,EL VE YUZ ,23.87,4,95.48
DOVE DUS JELI 250 GR GHERRY  *12*,DOVE,KOZMETIK,DUS-BANYO,VUCUT SAMPUANLARI,DUS JELI,27.15,5,135.75
DOVE DUS JELI 250 ML SENSITIVE *12*,DOVE,KOZMETIK,DUS-BANYO,VUCUT SAMPUANLARI,DUS JELI,18.44,6,110.64
DOVE ORJINAL DEO SP 150 ML,DOVE,KOZMETIK,PARFUM-DEODORANT,DEODORANTLAR,DEO,84.07,8,672.56
DOVE REVIVE SABUN 100 GR.,DOVE,KOZMETIK,DUS-BANYO,KATI SABUNLAR,EL VE YUZ ,18.92,9,168.72
DOVE ROLL-ON ORIGINAL 50 ML,DOVE,KOZMETIK,PARFUM-DEODORANT,DEODORANTLAR,DEO,132.75,8,1062.00
DOVE SAC KR.400 ML BOYALI SAC.*18*,DOVE,KOZMETIK,DUS-BANYO,SAMPUANLAR,SAC KREMLERI,31.84,6,191.04
DOVE SAC KR.700 ML GUNLUK TERP.*16*,DOVE,KOZMETIK,DUS-BANYO,SAMPUANLAR,SAC KREMLERI,56.09,8,448.72
DOVE SAMP. 600 ML H.CEV.ZERDECAL YAG. *16*,DOVE,KOZMETIK,DUS-BANYO,SAMPUANLAR,KREMSIZ SAMPUANLAR,54.61,2,109.22
DR OETKER EKSPRES SALEP 20 GR *48*,DROETKER,SICAK ICECEKLER,GUNLUK ICECEK,KAHVE,SICAK CIKOLATA-SAHLEP,8.52,8,68.16
DR OETKER KREM SOKOLA 115 GR ,DROETKER,GIDA,UNLU MAMUL-TATLI,PASTA MALZEMELERI,PUDING,13.63,5,68.15
DR OETKER P.SUSU CICEK 10 GR,DROETKER,GIDA,UNLU MAMUL-TATLI,PASTA MALZEMELERI,PUDING,9.67,1,9.67
DR.OET.PUD.CI.FIN.+KAKAO.2+1 HEDIYELI,DROETKER,GIDA,UNLU MAMUL-TATLI,PASTA MALZEMELERI,PUDING,4.51,8,32.72
DR.OETKER  5'LI VANILIN *180*,DROETKER,GIDA,UNLU MAMUL-TATLI,PASTA MALZEMELERI,KABARTMA TOZU VE SEKERLI VANILIN,7.40,3,22.20
DR.OETKER  KARBONAT 5'LI 25 GR*180*,DROETKER,GIDA,UNLU MAMUL-TATLI,PASTA MALZEMELERI,KABARTMA TOZU VE SEKERLI VANILIN,3.16,3,9.48
DR.OETKER 10 GR P.SUSU K.CUBUK *25*,DROETKER,GIDA,UNLU MAMUL-TATLI,PASTA MALZEMELERI,PASTA SUSU,8.63,6,51.78
DR.OETKER 10 GR P.SUSU KELEBEK *25*,DROETKER,GIDA,UNLU MAMUL-TATLI,PASTA MALZEMELERI,PASTA SUSU,14.74,4,58.96
DR.OETKER 10'LU VANILIN *90*,DROETKER,GIDA,UNLU MAMUL-TATLI,PASTA MALZEMELERI,KABARTMA TOZU,9.19,2,18.38
DR.OETKER 3+1 EKSPRES SALEP 80 GR *12*,DROETKER,GIDA,UNLU MAMUL-TATLI,PASTA MALZEMELERI,TOZ TATLILAR,17.08,3,51.24
DR.OETKER 3+1 SICAK CIKO.TADINDA 100 GR*12*,DROETKER,SICAK ICECEKLER,GUNLUK ICECEK,KAHVE,SICAK CIKOLATA-SAHLEP,9.89,8,79.12
DR.OETKER ASURE 222 GR *24*,DROETKER,GIDA,UNLU MAMUL-TATLI,PASTA MALZEMELERI,DIGER TOZ TATLILAR,34.69,1,34.69
DR.OETKER EGLN PUD.MUZLU 63 GR*12* ,DROETKER,GIDA,UNLU MAMUL-TATLI,PASTA MALZEMELERI,PUDING,12.64,4,50.56
DR.OETKER HAMUR KABARTMA TOZU 10 G,DROETKER,GIDA,UNLU MAMUL-TATLI,PASTA MALZEMELERI,KABARTMA TOZU VE SEKERLI VANILIN,3.01,3,9.03
DR.OETKER KAKAO 100 GR *24*,DROETKER,GIDA,UNLU MAMUL-TATLI,PASTA MALZEMELERI,KAKAO,32.43,4,129.72
DR.OETKER KAKAO GLUTENSIZ 70 GR *8*,DROETKER,GIDA,UNLU MAMUL-TATLI,PASTA MALZEMELERI,KAKAO,29.45,2,58.90
DR.OETKER KEK LIMONLU NOLKE 430 GR *8*,DROETKER,GIDA,UNLU MAMUL-TATLI,PASTA MALZEMELERI,,38.31,4,153.24
DR.OETKER KEKUN KOKOS 415 GR *8*,DROETKER,GIDA,UNLU MAMUL-TATLI,PASTA MALZEMELERI,KEK VE PASTA UN KARISIMLARI,24.89,13,279.95
DR.OETKER KOSTB.TATLI 106 GR*12*,DROETKER,GIDA,UNLU MAMUL-TATLI,PASTA MALZEMELERI,KEK VE PASTA UN KARISIMLARI,15.48,13,185.21
DR.OETKER KREM SANTI  75 GR *24*,DROETKER,GIDA,UNLU MAMUL-TATLI,PASTA MALZEMELERI,KREM SANTILER,22.24,1,22.24
DR.OETKER KREM SANTI GLUTENSIZ SADE 150 GR *8*,DROETKER,GIDA,UNLU MAMUL-TATLI,PASTA MALZEMELERI,KREM SANTILER,21.36,3,64.08
DR.OETKER KREP 177GR*12*,DROETKER,GIDA,UNLU MAMUL-TATLI,PASTA MALZEMELERI,PASTA MALZEMELERI,9.15,5,45.75
DR.OETKER KURA.UNU TUZLU 500 GR *8*,DROETKER,GIDA,UNLU MAMUL-TATLI,PASTA MALZEMELERI,KEK VE PASTA UN KARISIMLARI,8.12,7,54.35
DR.OETKER KUTLAMA PASTASI SADE 485 GR*6*,DROETKER,GIDA,UNLU MAMUL-TATLI,PASTA MALZEMELERI,DIGER TOZ TATLILAR,77.81,8,622.48
DR.OETKER MILKSHAKE 26 GR CIKOLATA *48*,DROETKER,GIDA,UNLU MAMUL-TATLI,PASTA MALZEMELERI,,6.09,6,36.54
DR.OETKER MUFFIN KEK CIK. 345 GR *8*,DROETKER,GIDA,UNLU MAMUL-TATLI,PASTA MALZEMELERI,,36.16,7,253.12
DR.OETKER MUG CAKE CIKOLATALI 44 GR*12*,DROETKER,GIDA,UNLU MAMUL-TATLI,PASTA MALZEMELERI,PASTA MALZEMELERI,10.33,8,82.64
DR.OETKER PIR.UNU 175 GR GLUTENSIZ*6*,DROETKER,GIDA,UNLU MAMUL-TATLI,UN,PIRINC UN,16.25,4,65.00
DR.OETKER PIZZA 402 GR GUSEPPE SUC.*6*,DROETKER,GIDA,DONUK URUNLER,DONDURULMUS GIDA,PIZZA,92.89,5,464.45
DR.OETKER PIZZA 405 GR GUSEPPE KAR.*6*,DROETKER,GIDA,DONUK URUNLER,DONDURULMUS GIDA,PIZZA,60.29,8,482.32
DR.OETKER PIZZA 412 GUSEPPE MOZ.*6*,DROETKER,GIDA,DONUK URUNLER,DONDURULMUS GIDA,PIZZA,87.40,8,699.20
DR.OETKER PIZZA 560 GR MOZARELLA *4*,DROETKER,GIDA,DONUK URUNLER,DONDURULMUS GIDA,PIZZA,50.02,7,350.14
DR.OETKER PIZZA 676 GR KARISIK SP. *4*,DROETKER,GIDA,DONUK URUNLER,DONDURULMUS GIDA,PIZZA,69.06,4,276.24
DR.OETKER PIZZA MEDITERRANEA 636 GR *4* ,DROETKER,GIDA,DONUK URUNLER,DONDURULMUS GIDA,PIZZA,76.48,1,76.48
DR.OETKER PUD.BARDAKTA CIK.35 GR*12*,DROETKER,GIDA,UNLU MAMUL-TATLI,PASTA MALZEMELERI,PUDING,10.92,1,10.92
DR.OETKER PUD.CIK.BADEMLI 104 GR*24* ,DROETKER,GIDA,UNLU MAMUL-TATLI,PASTA MALZEMELERI,PUDING,10.76,1,10.76
DR.OETKER PUD.KAKAO+CIK.SOS 294 GR *8*,DROETKER,GIDA,UNLU MAMUL-TATLI,PASTA MALZEMELERI,PUDING,18.60,11,195.93
DR.OETKER PUD.MUZLU 125 GR *24*,DROETKER,GIDA,UNLU MAMUL-TATLI,PASTA MALZEMELERI,PUDING,9.56,1,9.56
DR.OETKER TAVUK GOGSU 125 GR 2+1*8*,DROETKER,GIDA,UNLU MAMUL-TATLI,PASTA MALZEMELERI,DIGER TOZ TATLILAR,11.82,8,94.56
DR.OETKER TAVUK GOGSU 129 GR *24*,DROETKER,GIDA,UNLU MAMUL-TATLI,PASTA MALZEMELERI,DIGER TOZ TATLILAR,18.72,4,74.88
DR.OETKER TRILEC BOGURTLEN SOS 315 GR*8*,DROETKER,GIDA,UNLU MAMUL-TATLI,PASTA MALZEMELERI,DIGER TOZ TATLILAR,50.35,5,251.75
DR.OETKER TRUFFE 240 GR *8*,DROETKER,GIDA,UNLU MAMUL-TATLI,PASTA MALZEMELERI,DIGER TOZ TATLILAR,15.66,1,15.66
DR.OETKER TURSUKUR ACILI*24*,DROETKER,GIDA,HAZIR YEMEK-KONSERVE-SALCA,TURSU,TURSU KUR,2.00,8,16.00
DR.OKTER MISIR NISASTASI 150 GR *12*,DROETKER,GIDA,UNLU MAMUL-TATLI,PASTA MALZEMELERI,NISASTALAR,15.49,3,46.47
DUALI YASIN 33 SURELER / YAS-127,KITAPLAR,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,17.59,127,3273.19
DUALI YASIN VE 33 SURELER,KITAPLAR,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,79.03,199,7321.69
DUGUN GUNLUKLERI,KITAPLAR,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,14.08,211,8614.45
DUNYA KLASIKLERI / SONSUZ,KITAPLAR,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,5.82,149,3659.20
DUNYA MASALLARI CILTLI,KITAPLAR,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,16.19,186,7664.63
DUNYA'NIN EN BUYUK SIRRI (BUYUK BOY),KITAPLAR,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,9.17,219,4976.65
DUNYADA COK SATAN MARTI KITAPLARI-1 ,KITAPLAR,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,40.86,204,6070.46
DUNYADA COK SATAN MARTI KITAPLARI-2,KITAPLAR,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,37.98,204,6186.48
DUNYADA MEVLANA ETKISI,KITAPLAR,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,68.30,179,4168.31
DUNYADA MEVLANA NEFESI,KITAPLAR,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,32.66,163,3915.86
DUNYALAR SAVASI / RESIMLI KLASIKLER,KITAPLAR,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,8.89,181,7414.83
DUNYANIN MERKEZINE YOLCULUK/RESIMLI KLS,KITAPLAR,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,7.80,189,8224.87
DURDURUN DUNYAYI INECEK VAR,KITAPLAR,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,102.52,168,4379.42
DURU  BARBUNYA FASULYE 1 KG *6*,DURU,GIDA,BAKLIYAT-MAKARNA,BAKLIYAT,DIGER BAKLIYATLAR,82.12,13,1044.76
DURU  DERMASON FASULYE 1 KG *12*,DURU,GIDA,BAKLIYAT-MAKARNA,BAKLIYAT,FASULYELER,41.43,6,249.24
DURU  KOCBASI NOHUT 1 KG *12*,DURU,GIDA,BAKLIYAT-MAKARNA,BAKLIYAT,NOHUTLAR,29.66,5,148.30
DURU BULGUR 1 KG IRI PILAVLIK *12*,DURU,GIDA,BAKLIYAT-MAKARNA,BAKLIYAT,BULGURLAR,28.65,8,229.20
DURU BULGUR 1 KG KOFTELIK *12*,DURU,GIDA,BAKLIYAT-MAKARNA,BAKLIYAT,BULGURLAR,32.30,5,151.00
"DURU BULGUR 2,5 KG  ESMER CIGKOFTELIK *6*",DURU,GIDA,BAKLIYAT-MAKARNA,BAKLIYAT,BULGURLAR,84.72,3,254.16
DURU DUS JELI 250 ML FRESH D.ESIN.*12*,DURU,KOZMETIK,DUS-BANYO,VUCUT SAMPUANLARI,DUS JELI,52.45,5,262.25
DURU DUS JELI 450 ML H.CEVIZLI&KIL*12*,DURU,KOZMETIK,DUS-BANYO,VUCUT SAMPUANLARI,DUS JELI,62.19,1,62.19
DURU DUS JELI 500 ML,DURU,KOZMETIK,DUS-BANYO,VUCUT SAMPUANLARI,DUS JELI,94.73,3,284.19
DURU DUS JELI NAT.500+500 ML E.LOTUS*6*,DURU,KOZMETIK,DUS-BANYO,VUCUT SAMPUANLARI,DUS JELI,35.58,8,284.64
DURU DUS JELI PERF 450 ML ORKID*12*,DURU,KOZMETIK,DUS-BANYO,VUCUT SAMPUANLARI,DUS JELI,82.78,8,537.41
DURU DUS JELI SHINE 250 ML YAKUT*12*,DURU,KOZMETIK,DUS-BANYO,VUCUT SAMPUANLARI,DUS JELI,28.38,3,85.14
DURU ECO.GUR.5 X 75 GR MANGO*24*,DURU,KOZMETIK,DUS-BANYO,KATI SABUNLAR,EL VE YUZ ,19.55,6,117.30
DURU FRU.MILK SAB.5X75 GR.CILEK*24*,DURU,KOZMETIK,DUS-BANYO,KATI SABUNLAR,EL VE YUZ ,8.21,4,32.84
DURU MERCIMEK 1 KG KIRMIZI YAPRAK *12*,DURU,GIDA,BAKLIYAT-MAKARNA,BAKLIYAT,MERCIMEKLER,67.62,5,338.10
DURU PATLAYAN MISIR 1 KG *12*,DURU,GIDA,BAKLIYAT-MAKARNA,BAKLIYAT,DIGER BAKLIYATLAR,41.60,14,548.68
DURU PIRINC 1 KG KAMEO *12*,DURU,GIDA,BAKLIYAT-MAKARNA,BAKLIYAT,PIRINCLER,61.07,7,427.49
DURU PIRINC 1 KG OSMANCIK PILAVLIK *12*,DURU,GIDA,BAKLIYAT-MAKARNA,BAKLIYAT,PIRINCLER,67.29,2,134.58
DURU PIRINC 1 KG PILAVLIK *12*,DURU,GIDA,BAKLIYAT-MAKARNA,BAKLIYAT,PIRINCLER,37.77,3,113.31
"DURU PIRINC 2,5 KG KAMEO *6*",DURU,GIDA,BAKLIYAT-MAKARNA,BAKLIYAT,PIRINCLER,142.56,3,427.68
"DURU PIRINC 2,5 KG OSMANCIK *6*",DURU,GIDA,BAKLIYAT-MAKARNA,BAKLIYAT,PIRINCLER,156.84,5,599.00
DURU PRATIK HASLAN.K FASULYE 400 GR *8*,DURU,GIDA,HAZIR YEMEK-KONSERVE-SALCA,HAZIR YEMEK,HASLANMIS FASULYE,18.24,8,145.92
DURU PRATIK HASLANMIS MISIR 400 GR *8*,DURU,GIDA,HAZIR YEMEK-KONSERVE-SALCA,HAZIR YEMEK,HASLANMIS MISIR,36.60,15,504.44
DURU S.SAB.300 ML DEFNE YAPRAGI LS*12*,DURU,KOZMETIK,DUS-BANYO,SIVI-JEL SABUNLAR,SIVI,43.21,1,43.21
DURU S.SAB.300 ML DEG.CICEKLER*12*,DURU,KOZMETIK,DUS-BANYO,SIVI-JEL SABUNLAR,SIVI,26.88,3,80.64
DURU S.SAB.300 ML H.CEVIZLI *12*,DURU,KOZMETIK,DUS-BANYO,SIVI-JEL SABUNLAR,SIVI,46.24,4,184.96
"DURU S.SABUN 1,5 LT AKDNZ.LAVANT.*8*",DURU,KOZMETIK,DUS-BANYO,SIVI-JEL SABUNLAR,SIVI,89.52,3,268.56
"DURU S.SABUN 1,5 LT ZEYT.YAGLI*12*",DURU,KOZMETIK,DUS-BANYO,SIVI-JEL SABUNLAR,SIVI,111.15,2,222.30
DURU S.SABUN 750 ML.UYAN ART.*9*,DURU,KOZMETIK,DUS-BANYO,SIVI-JEL SABUNLAR,SIVI,16.98,2,33.96
DURU SAB.1+1 KAŞMİR.ÖZÜ 360 GR*24*,DURU,KOZMETIK,DUS-BANYO,KATI SABUNLAR,EL VE YUZ ,27.71,8,221.68
DURU SAB.180 GR BAL OZLU *48*,DURU,KOZMETIK,DUS-BANYO,KATI SABUNLAR,EL VE YUZ ,6.81,7,47.67
DURU SAB.DOGAL 150 GR Z.YAGLI *24*,DURU,KOZMETIK,DUS-BANYO,KATI SABUNLAR,EL VE YUZ ,154.53,4,618.12
DURU SAB.DOGAL 600 GR Z.YAGLI *18*,DURU,KOZMETIK,DUS-BANYO,KATI SABUNLAR,EL VE YUZ ,15.61,2,31.22
DURU SAB.DUS 600 GR OKY.ESINTISI*18*,DURU,KOZMETIK,DUS-BANYO,KATI SABUNLAR,EL VE YUZ ,90.38,8,723.04
DURU SAB.SOFT 4X90 GR KALENDULA BADEM CICEK.*24*,DURU,KOZMETIK,DUS-BANYO,KATI SABUNLAR,EL VE YUZ ,55.35,3,166.05
DURU SAC KREMI 600 ML TUM SAC.*12*,DURU,KOZMETIK,DUS-BANYO,SAMPUANLAR,SAC KREMLERI,35.84,6,215.04
DURU SAF&KLASIK 4X70 GR *24*,DURU,KOZMETIK,DUS-BANYO,KATI SABUNLAR,EL VE YUZ ,51.22,3,153.66
DURU SAMP.600 ML KEPEKLI SAC.*12*,DURU,KOZMETIK,DUS-BANYO,SAMPUANLAR,KREMSIZ SAMPUANLAR,27.64,7,190.70
DURU SAMP.600 ML KURU YIP. SAC.*12*,DURU,KOZMETIK,DUS-BANYO,SAMPUANLAR,KREMSIZ SAMPUANLAR,14.06,3,42.18
DURU SAMP.600 ML NORMAL SAC.*12*,DURU,KOZMETIK,DUS-BANYO,SAMPUANLAR,KREMSIZ SAMPUANLAR,55.10,8,440.80
DURU SAMP.600 ML ZAYIF INC.SAC.*12*,DURU,KOZMETIK,DUS-BANYO,SAMPUANLAR,KREMSIZ SAMPUANLAR,27.42,2,54.84
DURU SAMP.750 ML UZUN SAC.*12*,DURU,KOZMETIK,DUS-BANYO,SAMPUANLAR,KREMSIZ SAMPUANLAR,7.65,16,106.80
DURU SIVI 400 ML G. KARAMEL *12*,DURU,KOZMETIK,DUS-BANYO,SIVI-JEL SABUNLAR,SIVI,17.87,8,142.96
DURU SIVI 400 ML G.MANGO *12*,DURU,KOZMETIK,DUS-BANYO,SIVI-JEL SABUNLAR,SIVI,15.17,15,225.94
DURU SIVI 400 ML UYAN ARTIK*12*,DURU,KOZMETIK,DUS-BANYO,SIVI-JEL SABUNLAR,SIVI,13.58,1,13.58
DUSUN VE BASAR / YAKAMOZ ,KITAPLAR,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,29.58,249,8733.41
DUSUNCE GUCUYLE SORUN COZME,KITAPLAR,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,4.37,167,4331.77
DUSUNDUREN OYKULER ,KITAPLAR,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,13.55,175,4088.98
E-FETVA SORULAR VE CEVAPLAR,KITAPLAR,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,3.25,152,4731.26
ECELIN AVI,KITAPLAR,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,25.84,153,5351.51
EFSANE,KITAPLAR,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,15.59,171,12418.37
EFSANE / CEP,KITAPLAR,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,175.41,167,6750.77
EFSANELER GEZEGENI CEP,KITAPLAR,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,2.85,108,1096.11
EFSANELERLE OSMANLI,KITAPLAR,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,42.05,162,5005.27
EGITICI BOYAMA,KITAPLAR,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,19.55,175,2016.65
EGLENCELI BOYAMA VE AKTIVITE KITABI / 10 KITAP,KITAPLAR,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,15.16,147,1036.12
EGLENCELI KAHRAMANLARDAN KLASIKLER,KITAPLAR,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,5.35,121,1261.24
EGLENCELI MAT.-ZEKA ENG.FOR KIDS-ELIFBA,KITAPLAR,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,78.41,102,2328.84
EGLENCELI ZEKA OYUNLARI / ICONINN,KITAPLAR,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,11.42,152,3289.60
EGLENCELI ZEKA SORULARI,KITAPLAR,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,16.34,169,3928.43
EGLENCELI ZEKA SORULARI/CILEK,KITAPLAR,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,46.14,174,4409.89
EGOS JOLE 250 ML EXTRA&SERT ,EGOS,KOZMETIK,SAC BAKIM,SAC SEKILLENDIRICILER,JOLE,55.59,7,389.13
EGOS JOLE 250 ML NORMAL,EGOS,KOZMETIK,SAC BAKIM,SAC SEKILLENDIRICILER,JOLE,33.51,4,134.04
EGOS JOLE 250 ML SERT,EGOS,KOZMETIK,SAC BAKIM,SAC SEKILLENDIRICILER,JOLE,47.18,7,330.26
EGOS JOLE 400 ML ISLAK&SERT,EGOS,KOZMETIK,SAC BAKIM,SAC SEKILLENDIRICILER,JOLE,133.31,3,399.93
